Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model,Price_Per_Kilometer,Kilometers_Driven_log,Price_log
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5.45,14,Skoda,LauraAmbition,0.00012979899018767267,10.645139142155688,1.6956156086751528
Maruti Swift Dzire VDI,Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.95,12,Maruti,SwiftDzire,5.449328146124769e-05,11.19114871874762,1.3737155789130306
Volvo V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0,12,Volvo,V40Cross,0.00017391304347826088,11.429543856031177,2.772588722239781
Maruti Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,12,Maruti,SwiftDzire,0.00010625,10.596634733096073,1.4469189829363254
Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34.5,11,Land Rover,RoverRange,0.0006160714285714286,10.933106969717286,3.5409593240373143
Honda Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.6,17,Honda,Accord2.4,2.08e-05,11.736069016284437,0.9555114450274363
Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48,8,Toyota,Innova2.5,0.00046134364625757216,10.282574461584227,2.601207105484161
Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32.1,7,Toyota,Fortuner4x4,0.0008039672402133895,10.594808065754666,3.4688560301359703
Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17,7,Honda,Jazz1.2,0.00015987355219858524,10.56082619185728,1.8196988379172965
Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,10,Honda,City1.5,0.000171875,10.373491181781864,1.7047480922384253
Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15,8,Maruti,DzireAMT,0.00032416920569687524,10.247998817973953,2.21375387928743
Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.5,11,Nissan,Sunny2011-2014,4.736842105263158e-05,11.461632170582678,1.5040773967762742
Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.5,11,Toyota,Innova2.5,5.4123711340206184e-05,12.175613438045465,2.3513752571634776
Honda Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37,9,Honda,BrioS,0.00036232372984279065,9.603800372956915,1.6808279085207734
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45,13,Volkswagen,VentoPetrol,0.00010480769230769231,10.858998997563564,1.6956156086751528
Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.25,9,Mahindra,XUV500W4,0.0002803030303030303,10.404262840448617,2.224623551524334
Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7,9,Ford,EcoSport1.5,0.0002636986301369863,10.281923988256374,2.0412203288596382
Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99,13,Skoda,YetiAmbition,8.009703871523949e-05,11.510462434198743,2.0781907597781832
Hyundai i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,13,Hyundai,i10Sportz,6.122448979591836e-05,10.799575577092764,1.0986122886681098
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.0,20,Toyota,Innova2.5,1.3363534922257636e-05,12.609275195984079,1.3862943611198906
Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69,7,Tata,ZestQuadrajet,0.00017462803445575568,10.553466237694694,1.900613874140137
Maruti Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,11,Maruti,SwiftVDI,7.589285714285714e-05,10.933106969717286,1.4469189829363254
Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5,8,Skoda,Rapid1.5,0.0003354632587859425,10.351373376528244,2.3513752571634776
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55,6,Toyota,InnovaCrysta,0.002006049283871542,9.327323087461798,3.1157350659486873
Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2,11,Hyundai,Verna1.6,0.00010833333333333334,10.778956289890028,1.6486586255873816
Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87,6,Honda,Cityi,0.0004970270496608323,10.08088031609333,2.4740142086215764
Honda City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99,11,Honda,Cityi,0.00010753846153846154,11.082142548877775,1.944480556245719
Volkswagen Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,14,Volkswagen,VentoDiesel,0.0001,10.819778284410283,1.6094379124341003
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44.0,11,Audi,Q52008-2012,0.00176,10.126631103850338,3.784189633918261
Maruti Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79,10,Maruti,Alto800,0.00013285714285714287,9.95227771670556,1.0260415958332743
Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9,13,Tata,ManzaELAN,1.9594594594594595e-05,11.904967552746252,1.0647107369924282
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85,9,Hyundai,Creta1.6,0.00014485294117647058,11.127262984158243,2.2874714551839976
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49.0,11,Mercedes-Benz,GL-Class2007,0.0009423076923076923,10.858998997563564,3.8918202981106265
Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25,9,Mahindra,TharCRDe,0.0004868421052631579,9.852194258148577,2.224623551524334
Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75,14,Hyundai,Verna1.6,5.067567567567567e-05,11.211820372186306,1.3217558399823195
Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29,8,Ford,AspireTitanium,0.00024076092341226591,10.31820968190697,1.986503546020567
Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5,9,Mini Cooper,Cooper3,0.001175,9.903487552536127,3.1570004211501135
Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6,12,Maruti,Omni8,7.463971981397485e-05,10.45834920029173,0.9555114450274363
Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1,10,Mahindra,Verito1.5,3.444444444444445e-05,11.407564949312402,1.1314021114911006
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98,9,Mercedes-Benz,E-Class2009-2013,0.0007740769429382908,10.564369772508797,3.4005304926744517
Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73,9,Renault,Duster110PS,0.00011726781669280364,10.957625351102408,1.9065751436566365
Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5,9,Maruti,SwiftDzire,3.5e-05,11.512925464970229,1.252762968495368
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35,14,Volkswagen,PoloPetrol,4.7000000000000004e-05,10.819778284410283,0.8544153281560676
Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13,8,Mahindra,XUV500W10,0.0002483028278505565,11.081542368805742,2.7806808921371173
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9,11,Volkswagen,Polo1.2,8.141861588352998e-05,11.190858965656616,1.7749523509116738
Maruti Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9,13,Maruti,RitzVXI,5.670582761428405e-05,11.13861012585428,1.3609765531356006
Chevrolet Optra 1.6 Elite,Pune,2005,150000,Petrol,Manual,First,14.7,1598.0,,5.0,1.5,20,Chevrolet,Optra1.6,1e-05,11.918390573078392,0.4054651081081644
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95,13,Toyota,Innova2.5,0.00010220588235294117,11.127262984158243,1.9387416595767009
Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0,10,Honda,Cityi,0.00021212121212121213,10.404262840448617,1.9459101490553132
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23,8,Volkswagen,Ameo1.2,0.0003229264370896423,10.016325045799498,1.9782390361706734
Maruti SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81,13,Maruti,SX4ZDI,4.233333333333334e-05,11.407564949312402,1.3376291891386096
Maruti Swift ZXI,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4.5,13,Maruti,SwiftZXI,0.00010714285714285714,10.645424897265505,1.5040773967762742
Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6,8,Hyundai,Creta1.6,0.0003250187014729022,10.565324648253958,2.533696813957432
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.0,10,Audi,Q735,0.002285714285714286,9.95227771670556,3.871201010907891
Maruti Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96,15,Maruti,AltoLXi,5.0054112554112554e-05,10.987595155001356,1.085189268335969
Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,11,Honda,AmazeSX,9.027777777777777e-05,10.491274217438248,1.1786549963416462
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5,14,Volkswagen,PassatDiesel,8.947368421052632e-05,11.461632170582678,2.1400661634962708
Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75,12,Hyundai,ElantraCRDi,0.0001715686274509804,10.839580911706463,2.169053700369523
Maruti Wagon R VXI BS IV,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08,14,Maruti,WagonR,8.45898217571613e-05,10.50262620577447,1.1249295969854831
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5,8,Land Rover,RoverDiscovery,0.0010375,10.596634733096073,3.7256934272366524
Honda City i VTEC SV,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0,9,Honda,Cityi,0.0002564102564102564,10.21464198117305,1.9459101490553132
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5,14,Mercedes-Benz,NewC-Class,0.0003857377654043538,10.302699818978526,2.4423470353692043
Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6,14,Maruti,WagonR,3.6619718309859154e-05,11.170435156023453,0.9555114450274363
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3,11,Hyundai,Verna1.6,0.000134375,10.373491181781864,1.4586150226995167
Maruti Ertiga VXI CNG,Mumbai,2017,19234,CNG,Manual,First,17.5,1373.0,80.46,7.0,8.35,8,Maruti,ErtigaVXI,0.00043412706665280234,9.864434825272427,2.122261538862764
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9,8,Volkswagen,Tiguan2.0,0.0004929716887745,10.829926615462098,3.214867803470662
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75,14,BMW,X1sDrive,0.00013480392156862744,11.532728092266408,2.6210388241125804
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3.85,11,Hyundai,Grandi10,9.106606429027604e-05,10.651998481932178,1.3480731482996928
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.25,11,Mercedes-Benz,E-ClassE250,0.0005054347826086956,10.736396675471232,3.1463051320333655
Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,13.6,2523.0,,7.0,7.0,13,Mahindra,BoleroZLX,0.0002,10.46310334047155,1.9459101490553132
Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75,10,Hyundai,Grandi10,0.000115,10.819778284410283,1.749199854809259
Hyundai i10 Magna 1.2,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.65,17,Hyundai,i10Magna,2.661290322580645e-05,11.03488966402723,0.5007752879124892
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5,13,Volkswagen,Jetta2012-2014,8.333333333333333e-05,11.26446410567173,1.8718021769015913
Skoda Yeti Elegance,Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5,14,Skoda,YetiElegance,9.493670886075949e-05,11.27720313144916,2.0149030205422647
Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,72.94,6,Audi,Q745,0.010769230769230769,8.820699399214904,4.289637185380534
Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0,15,Toyota,Fortuner3.0,8.148148148148148e-05,11.813030057420567,2.3978952727983707
Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02,12,Maruti,WagonR,8.225296873297745e-05,10.510967906338982,1.1052568313867783
Hyundai EON Era,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32,12,Hyundai,EONEra,5.1029818628957884e-05,11.083065200027342,1.199964782928397
Honda Brio S MT,Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24,12,Honda,BrioS,9.818181818181818e-05,10.404262840448617,1.1755733298042381
Maruti Alto 800 VXI,Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35,10,Maruti,Alto800,0.00021152115211521154,9.315600882633676,0.8544153281560676
Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5.5,12,Mahindra,BoleroZLX,8.73015873015873e-05,11.05089000537367,1.7047480922384253
Honda City i VTEC SV,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75,10,Honda,Cityi,0.00024972253052164264,10.204702639270494,1.9095425048844386
Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15,10,Skoda,Rapid1.6,0.00031377551020408164,9.883284845218608,1.8164520818184267
Maruti Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45,9,Maruti,SwiftVVT,0.00019636101603314718,10.231171283124262,1.6956156086751528
Hyundai EON Magna Plus,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.3,12,Hyundai,EONMagna,0.00011499999999999999,9.903487552536127,0.8329091229351039
Maruti Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21,10,Maruti,SwiftDzire,0.0002505851020902268,10.117872862176439,1.8261608959453874
Nissan Micra XV CVT,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21,11,Nissan,MicraXV,0.00011014100585586538,10.764328997415893,1.6505798557652755
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11.99,17,Audi,Q74.2,0.00016887323943661972,11.170435156023453,2.4840729690394228
Maruti Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.1,15,Maruti,SwiftVdi,2.2962962962962965e-05,11.813030057420567,1.1314021114911006
Tata Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.5,8,Tata,XenonXT,0.0075,6.907755278982137,2.0149030205422647
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.0,9,Volkswagen,Polo1.5,0.00013793103448275863,10.275051108968611,1.3862943611198906
Honda City i VTEC SV,Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73,9,Honda,Cityi,0.00021255533863117663,10.501417049013888,2.0451088625993306
Honda City i VTEC V,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8,10,Honda,Cityi,0.00020526315789473683,10.545341438708522,2.0541237336955462
Maruti 800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,1.3,14,Maruti,800AC,1.5481904036013292e-05,11.338202962091572,0.26236426446749106
Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.42,11,Volkswagen,Polo1.5,5.349729487660522e-05,11.322019164484383,1.4861396960896067
Chevrolet Captiva LTZ VCDi,Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4.0,16,Chevrolet,CaptivaLTZ,4.4943820224719104e-05,11.396391648714276,1.3862943611198906
Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0,9,Mahindra,XUV500W10,0.00024074074074074075,10.896739325546411,2.5649493574615367
Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.38,10,Honda,AmazeVX,8.720883110988637e-05,11.029893332154973,1.682688374173693
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,14,Hyundai,i201.2,0.00010093167701863354,10.3797217315325,1.1786549963416462
Maruti Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87,9,Maruti,WagonR,5.638933411044733e-05,11.13648503590268,1.3532545070416904
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8.25,11,Volkswagen,Jetta2013-2015,0.00013524590163934425,11.018629143155449,2.1102132003465894
Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28,7,Maruti,Ciaz1.4,0.00028427888739125103,10.393416350589133,2.2278615467981093
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25,13,Mahindra,Scorpio2009-2014,7.352941176470588e-05,11.350406535472453,1.8325814637483102
Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15,17,Chevrolet,AveoU-VA,1.533333333333333e-05,11.225243392518447,0.13976194237515863
Maruti Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8,9,Maruti,CiazZXi,0.00019332292363744515,10.60527232149166,2.0541237336955462
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,13,Hyundai,i201.4,7.402776863854709e-05,11.015147680053495,1.5040773967762742
Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56,7,Honda,Jazz1.2,0.0004050578654093442,9.834351813701266,2.0228711901914416
Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08,8,Mahindra,XUV500W10,0.0002779746572855982,10.965556873023031,2.77757626375082
Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,13,Hyundai,i201.2,8.61458353274499e-05,10.863546335042498,1.5040773967762742
Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0,13,Hyundai,Verna1.6,3.90625e-05,11.759785542901755,1.6094379124341003
Hyundai i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2,14,Hyundai,i10Era,4.0740740740740745e-05,10.896739325546411,0.7884573603642703
Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0,11,Maruti,CelerioVXI,8.032128514056225e-05,10.815770263012745,1.3862943611198906
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51,13,Skoda,Fabia1.2,2.5612244897959183e-05,11.49272275765271,0.9202827531436925
Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75,10,Maruti,SwiftVDI,7.904151759713787e-05,11.003681922386889,1.55814461804655
Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0,17,Hyundai,i10Magna(O),2.9411764705882354e-05,11.127262984158243,0.6931471805599453
Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,15,Hyundai,i10Magna,2.579789194368689e-05,11.307155121713363,0.7419373447293773
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25,12,Ford,Ecosport1.5,0.0001644736842105263,10.545341438708522,1.8325814637483102
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6,14,Mercedes-Benz,E-Class2009-2013,0.00011491885211244701,11.432138313600566,2.3608540011180215
Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0,8,Maruti,SwiftVDI,0.00012189176011701609,10.804136588420326,1.791759469228055
Maruti 800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45,21,Maruti,800Std,3.7500000000000003e-05,9.392661928770137,-0.7985076962177716
Maruti Swift Lxi BSIII,Pune,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2.5,15,Maruti,SwiftLxi,4.5538999599256806e-05,10.913232196961543,0.9162907318741551
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75,7,Hyundai,Creta1.6,0.0051,7.824046010856292,2.545531271604435
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29,8,BMW,X1M,0.0009224069675376088,10.399341660371974,3.410817625039146
Ford Ikon 1.3 Flair,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6,19,Ford,Ikon1.3,5.909292362239622e-05,10.206403005628498,0.47000362924573563
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54,8,Ford,Ecosport1.5,9.994035390019219e-05,11.231159192947752,2.020222182019865
Maruti Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84,10,Maruti,CiazVXi,0.00014677796613806572,10.74937727911096,1.922787731634459
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0,13,Volkswagen,PassatDiesel,8.333333333333333e-05,11.184421397998193,1.791759469228055
